,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,adverse,risk,events,associated,data,drug,reactions,cases,evidence,ci,2869.1093726331446,2173.2102820387686,1476.0108531607523,1360.1108437351063,1257.2803949395363,1016.2388746115851,942.3570525396432,922.7229783764965,908.0400869063875,844.9385805766755,2314,1991,1189,944
1,tacrolimus,transplant,mpa,transplantation,csa,recipients,renal,liver,cyclosporine,tac,2510.941706909053,1952.9855286093327,1646.9425690716946,1464.5768453036787,1438.4568297407627,1404.6838932521764,1363.1679689463394,1256.337979719954,1161.148247438878,944.1641096806432,303,500,257,244
2,cancer,chemotherapy,survival,imatinib,group,phase,toxicity,months,progression,chronic,1344.7690007482065,1025.5787221350213,789.1292173945042,687.2638538362519,617.480776856996,587.7176935517474,573.5953391345035,521.6637010749321,479.5536533489575,456.40241780213194,140,240,362,343
3,cells,cell,tumor,imaging,vivo,urine,expression,cancer,tissue,vitro,1036.1642142767482,801.5897224880757,785.6815368046638,741.6891702989518,625.785457710395,604.578670268322,533.0970601122575,499.2842253733095,493.98382183322457,469.6382126215026,217,304,311,342
4,anti,infliximab,inflammatory,ifx,ibd,mtx,tnf,antibodies,remission,ra,1529.2808031996974,954.2359900103156,834.728373651726,834.0336292918131,749.0057611590034,729.0769204967988,709.0769210109529,704.4981451923868,623.4925600901881,574.6820925143699,50,130,220,431
5,group,placebo,children,groups,weeks,day,symptoms,months,years,baseline,2601.5971108958133,1256.910800954796,1095.9329573460334,890.0253322669233,819.7482079715709,706.3318585007613,682.7078740702229,652.9871593559194,624.2012965691077,603.2006821618746,319,310,349,338
6,warfarin,inr,anticoagulation,oral,hcv,bleeding,time,dabigatran,hepatitis,group,2692.0769215404807,2617.268559796644,1449.8403366783584,917.9032640231994,858.0769215589493,810.6972450156377,750.0818278834619,737.3286460545306,726.8218329075296,681.2680836829949,202,340,526,318
7,pain,health,practice,pharmacists,insulin,medical,hospital,sedation,control,opioid,1218.702794425789,986.6468912086127,922.4498722070563,849.0248532219751,791.1355331431778,774.5096185694581,764.7468575817036,757.4648659817962,735.590542236124,711.1635490464979,624,685,413,256
8,adherence,hiv,antiretroviral,viral,art,infected,data,cd4,cost,resistance,3143.609134925606,2419.0765788342287,938.0769217107966,899.8392221563586,828.076920722945,698.7289871445312,688.4417223187609,648.76352626128,640.7296891626362,632.6738301255683,180,405,334,207
9,group,baseline,pressure,heart,months,hypertension,phenytoin,vpa,control,groups,1043.9416578217556,876.4727857414631,784.7266836212219,693.995798628786,689.120422744024,595.5298763263031,578.4776726010775,563.9866318353878,560.3587317001314,552.7328699486859,237,325,413,284
10,method,ms,samples,assay,liquid,chromatography,mass,lc,detection,quantification,4173.035229955173,3463.4568614726395,2788.066209246419,2226.1822444626587,2080.6590490817293,1713.6287384459115,1543.7518582060368,1336.6930542446491,1292.9193860530534,1256.191743576159,352,401,445,683
11,heparin,platelet,aptt,anti,time,bleeding,xa,group,infusion,surgery,1753.4862452781474,1065.0769198862076,985.2318851458837,850.4124191710646,847.9719491987166,811.1067084114085,802.0764929388033,688.9301254926685,668.8319396499144,646.0150749668493,303,357,333,274
12,vancomycin,model,auc,pk,data,clearance,population,variability,target,exposure,2590.8762221510924,2285.37639317144,1978.2667121397376,1738.6899929566705,1578.818065081717,1543.0339311261957,1535.3456976068246,1427.432257983736,1416.6220326390771,1281.314680447061,422,483,564,879
