,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,ms,method,mass,liquid,spectrometry,quantification,chromatography,lc,samples,tandem,3601.334693524321,3247.2245431508795,1932.2405774518286,1543.90807589146,1452.9802813995007,1392.9885024300243,1381.7210896620973,1377.8032462929832,1320.7737915483906,1048.8434242074538,115,346,449,332
1,cbz,tb,fpia,tuberculosis,carbamazepine,rifampicin,isoniazid,11,epoxide,10,1084.2191040669447,679.0499999988034,481.81014283637506,401.2736592733741,379.66559919270543,353.98253156113424,259.04999999865,193.00843332566868,191.36129550163164,183.17386540911778,53,29,46,30
2,beta,antibiotics,antibiotic,meropenem,lactam,csf,methods,laboratories,analytical,samples,789.4007894898257,747.4152489989075,663.6536180393938,507.9260065631996,435.5259378791417,389.0499999955686,382.30041064071594,318.98606790098916,310.24707805510275,283.74860840316063,107,92,188,197
3,phenytoin,vpa,free,group,acid,carbamazepine,epilepsy,valproic,antiepileptic,lamotrigine,1470.078354483623,1211.6120480704205,1069.5932542198077,841.4080145031442,765.133166752452,736.791836765318,735.4465630547671,707.8998545720189,654.1379569738558,581.973684755391,196,91,96,58
4,vancomycin,renal,auc,target,ill,critically,group,associated,function,cmin,3293.9221698872457,1533.211797749535,1155.9518945307118,1015.0049266128772,833.9686506115561,802.0477980967328,730.7347657378045,632.0497712374953,616.3603139112155,611.4834994649775,77,161,364,361
5,drug,genetic,agents,activity,polymorphisms,associated,inhibitors,interactions,toxicity,factors,637.488172241408,491.89031030780035,431.3004420159935,410.3138728677158,379.08041805158473,363.034841698645,354.021459615927,351.06793060604116,338.3817872891469,328.4958855254697,86,199,177,131
6,digoxin,dbs,dried,sampling,spot,samples,method,venous,assay,spots,1304.0499999395997,1020.0499999987001,459.64364302738755,433.29454625698133,241.2733715054703,235.30106265422364,234.5995824123662,215.44751091570708,156.83946576173926,154.91718557534617,63,49,62,55
7,voriconazole,antifungal,drug,posaconazole,imatinib,guidelines,invasive,toxicity,agents,interactions,1620.3624386947965,629.9288868662434,555.8033978009688,534.8347546445051,515.5346319776813,493.2148650069463,483.70492959121975,475.82825671105985,452.15833631647394,447.6678795842913,179,237,276,217
8,assay,samples,immunoassay,ms,methods,emit,assays,hplc,method,performance,1675.6100461550764,1312.3447696147764,954.0558091829109,601.9915413675818,564.8761663331595,563.754489307082,555.1121030248325,548.4012197725606,521.3283280370515,437.1782047363051,429,151,129,65
9,hiv,antiretroviral,infected,ritonavir,efavirenz,lopinavir,protease,viral,inhibitors,nevirapine,1377.4526651315625,705.3492991589083,546.16950321622,540.049975930473,512.0499999983098,438.0499994754805,387.38375591865736,345.9942057893482,338.5486021732574,333.04999999869744,49,260,94,32
10,age,children,years,weight,body,clearance,variability,data,ratio,steady,1449.0153728948405,1114.0164688919447,879.725150483365,806.4353301845359,684.4879809090202,543.7655323161246,459.4232620288913,400.03010504428335,388.6743186766349,387.93673671892316,102,126,125,65
11,anti,infliximab,ibd,remission,ifx,outcomes,inflammatory,tnf,associated,cost,1040.3923983054044,965.0499999988575,799.3158293184619,766.9004650040371,745.7157082086394,626.7531550847092,603.5605972352661,523.7143591448998,494.8654427688821,479.9286385523892,43,56,337,326
12,cyp2d6,pregnancy,women,cyp2c19,methadone,genotype,maternal,warfarin,ratio,metabolism,805.3277431024908,706.2907411726259,618.3610060138407,542.0901721133157,428.5455306680074,419.8578883478706,371.0499999974576,324.63028672466334,319.9160516022977,302.94711325653486,166,201,137,106
13,clozapine,adherence,antipsychotic,adverse,schizophrenia,antipsychotics,non,quetiapine,psychiatric,lev,1306.0420420395735,522.9596463559519,358.0633251702123,347.48178619084985,317.06518277235426,310.32731750420766,266.9094163305715,252.83956145896497,252.20735403155712,248.04999999598462,117,155,147,133
14,clearance,gentamicin,population,model,pk,distribution,volume,neonates,age,variability,1278.9926004655538,840.1731601482072,809.7268908309036,724.4792269171013,706.9787911704257,701.9377700986045,648.3035836521894,639.312091464076,587.96598232299,563.5055879639298,186,179,181,155
15,oral,saliva,administration,theophylline,fluid,subjects,metabolites,healthy,half,thiopurine,1146.5742073365248,1096.0499999954475,649.7128840726987,635.0005297049103,497.4029617462448,433.6693079537545,412.05905269018496,404.86951602214776,384.17177836351703,327.09353658247244,272,171,80,48
16,model,population,data,models,bayesian,pk,prediction,sampling,performance,parameters,2637.1324403002322,1276.239327120504,934.6153863625892,924.9163867250228,860.2503460015027,800.8299513697199,730.3721595194975,611.3663948856652,543.967844300802,523.4886377666421,158,143,143,146
17,method,phase,liquid,detection,hplc,performance,chromatography,extraction,column,high,1931.8982473277129,1302.4895130351797,1236.07469084246,1111.8988392016813,903.6705954952185,816.9299310908783,801.0640295423008,774.3421275573182,728.9406209502783,701.3290310712493,496,254,105,72
18,toxicity,cancer,mtx,fu,methotrexate,olanzapine,dose,exposure,chemotherapy,adverse,760.0439388016007,694.7971166524432,531.5410741836512,416.04999999862207,372.58334228379914,359.3885342732989,259.71318313227965,254.37238409430637,253.54343561443122,252.37778848020005,106,115,101,94
19,tacrolimus,mpa,transplant,transplantation,recipients,csa,cyclosporine,tac,rejection,renal,2932.01273092328,2566.9456935625867,2167.9207891360215,1575.504800081729,1550.794284192478,1442.6952570123497,1119.971926667116,1101.0499999977867,870.0499999976056,861.1724799748142,173,406,266,153
