,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,clozapine,vpa,cbz,carbamazepine,pregnancy,aeds,olanzapine,lamotrigine,cyp2d6,epilepsy,78.65656338547198,64.94516495478106,45.412556339809186,43.680757937881786,41.38587339243757,39.744780695719214,39.39184031800798,39.21251943357219,37.82460417256991,36.406383267828325,515,440,340,237
1,cbz,asparaginase,inh,smx,quinine,evr,petinia,sers,tmp,sled,22.271511522260397,14.064841808749062,12.81846821313815,6.519251472375907,6.280124461914773,6.070542248337452,6.015721942066254,5.073389002558241,4.975576745399135,4.55267824037187,12,6,13,11
2,dbs,dried,tgn,spot,csf,sampling,vams,mp,tpmt,venous,68.76270776916294,23.84654341980487,19.421941731115297,17.303401654956307,16.698025625605172,16.477298944314555,15.484159676286685,13.283423936171854,11.307906837207128,11.286406475471203,21,31,30,40
3,acyclovir,chloroquine,amk,dmi,acculevel,hal,pp,article,wt,flu,6.619174964943094,6.571044144793567,5.186501616486227,4.399526358632156,4.016332104761958,3.5131325979994874,3.428586812496793,3.4074525963335422,3.133100418549916,2.8601017273473204,7,7,3,4
4,vancomycin,model,mpa,auc,data,renal,clearance,tacrolimus,pk,population,176.43084992675335,145.6458046774195,140.51343018693342,120.34456943812538,113.93909333696625,111.52166408525638,111.38085373304897,110.62698496093104,108.98729456961567,106.98794705610374,1227,1473,1969,1653
5,rivaroxaban,dabigatran,ra,clb,apixaban,fu,dpd,doacs,anticoagulants,il,16.59662292667725,14.6684550719275,10.901977960714675,7.477673529918941,7.13626409937304,6.306684617701329,6.050549294621155,5.855929231170171,4.674517535549268,3.995133002258849,5,5,11,2
6,method,ms,phase,liquid,extraction,detection,quantification,column,assay,internal,174.1136736878888,138.68106268996397,91.70455284934935,88.03908607867206,78.68839172653412,78.26055587418581,75.14512856689214,74.06354209107953,73.78862675760656,70.17263767637849,498,489,471,340
7,voriconazole,drug,imatinib,antifungal,toxicity,busulfan,genetic,interactions,agents,metabolism,42.869002240421395,38.501733964225934,37.26783685554692,34.298993597503575,34.26347979666399,32.453763473573034,31.71118121442715,30.477826558047557,30.10737394491178,26.352317979370067,315,540,452,343
8,morphine,thc,lidocaine,amiodarone,phenytoin,tubes,urine,disopyramide,mexiletine,quinidine,15.06370725460927,12.680667064308407,11.601016035037615,10.901010240636701,10.675388222337256,10.281299428539873,8.110652082719707,7.970317323313598,7.275027282033721,6.924770003214656,46,44,13,10
9,hiv,assay,immunoassay,antiretroviral,ms,samples,emit,mtx,hplc,saliva,69.88224586101468,64.34949238801745,50.97357974379951,49.74100678152327,46.941247502170434,45.43720563813372,43.11217416836056,42.79798077948744,42.34200518038011,41.66460424473663,527,386,201,136
