,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,risk,adverse,associated,events,ci,digoxin,drug,lithium,factors,data,2069.0688656809334,1867.4508147268555,1245.5327219516787,1178.8445706869304,925.4266316216263,894.4960181958471,831.4282486117779,731.8575177115607,705.8990349533508,696.4002425143545,2152,1797,1068,820
1,tacrolimus,transplant,mpa,transplantation,csa,recipients,renal,liver,cyclosporine,tac,2512.6511189960884,1964.328804338613,1649.38140078648,1466.9489005207695,1452.335062322157,1413.5183205907535,1304.71238409446,1240.7467939717192,1165.8521202480301,946.837637468852,241,448,226,191
2,imatinib,survival,phase,pulmonary,lung,chronic,months,cancer,leukemia,cf,695.8150287182214,612.8566791467406,476.33150518260794,443.3593001556557,436.06503379696744,425.501647566822,416.9965745811434,394.945357663303,385.53722529413585,352.8992533125221,105,169,279,231
3,cells,cell,expression,vivo,il,urine,activity,vitro,metabolism,metabolites,1028.7035593997512,841.9914506850885,616.6169734596648,585.0899795563769,580.3794071674897,529.4306757215077,479.7087278885883,463.2232642122287,425.15269877819577,388.1441993819586,155,224,215,277
4,anti,infliximab,ifx,laboratory,ibd,mtx,remission,tnf,inflammatory,antibodies,1213.7373334979736,956.7539114962749,834.0598852653966,734.5673141649294,733.7420551782844,729.0616374209397,690.3932952360444,685.8686876081326,663.2595519460365,637.138362097739,67,164,222,425
5,group,symptoms,children,disorder,depression,olanzapine,weeks,placebo,methadone,months,676.9086907461401,652.8358347530931,601.7752627961999,579.6655780825314,498.6147155650644,489.0793072155117,449.3255869808433,439.4601912418791,434.9426088810941,423.9605586917592,256,257,254,197
6,warfarin,inr,anticoagulation,hcv,oral,hepatitis,international,bleeding,time,atrial,2692.062499866855,2617.450823485081,1374.6493589512077,856.4169758459224,786.8437542943295,701.5553729865698,642.1247914582449,635.7439887242913,628.7005501678829,596.0732708357305,182,305,428,260
7,pain,health,practice,medical,pharmacists,hospital,quality,guidelines,nurses,opioid,1215.876237507702,1202.7203868267936,1026.5493376637546,907.8991536238979,860.8579558748269,821.8542398607519,742.0247471406204,726.9789897593032,700.5433001671547,699.1173698750057,615,658,373,264
8,adherence,compliance,data,adrs,electronic,self,participants,non,prescribed,cost,3146.0823614024926,762.7483832488002,650.6525879558515,647.8966100346967,561.8264432473918,558.2823544244599,496.0175362459354,470.49532989253794,415.37233395267555,411.74199881259295,151,235,205,149
9,phenytoin,epilepsy,antiepileptic,carbamazepine,vpa,aeds,acid,bone,cbz,lamotrigine,737.210929347807,676.059257578149,660.6836360090787,623.9414076660175,564.0624999501606,525.0624999397415,488.0150412088651,475.4565255170405,474.06249995082146,423.89391734590373,198,190,158,144
10,method,ms,samples,assay,liquid,chromatography,mass,detection,lc,quantification,4237.764336525893,3462.6000945818787,2850.496778661995,2262.9204030342767,2099.7834553498665,1724.09964337384,1579.382293096253,1362.1367155686862,1336.9746313958249,1258.6808327569272,359,412,445,690
11,heparin,platelet,aptt,bleeding,anti,time,xa,surgery,factor,activity,1754.0018513849668,1064.9144371419811,988.772688594473,984.0420434981166,886.8387252436481,867.5501593932175,802.0624999492951,695.2103838303244,620.2869461920109,601.0280454168917,273,324,355,272
12,vancomycin,model,auc,pk,clearance,data,population,variability,target,exposure,2538.541136859714,2318.804534575768,1960.2730178297015,1744.7735904347398,1608.3186039500436,1559.6173232164965,1523.9364898730619,1500.1323834642565,1367.8695860446514,1250.3416754742964,414,460,503,828
13,group,groups,control,placebo,baseline,insulin,randomized,diabetes,trial,weeks,5003.92417922426,1733.9390455597725,1443.0418604492315,1185.5745683806351,1041.8017499733483,1018.1880528712645,1000.8102911474334,996.1784640055456,925.7010907918964,822.8309186635233,165,211,418,360
14,hiv,clozapine,viral,antiretroviral,art,infected,children,asthma,cd4,load,2278.1186558814984,1233.5901293050852,931.0004833132657,805.7950255499234,747.8365411284822,736.8249857865422,718.4363152568466,651.7230768582788,648.0342954707056,635.4167782273336,169,320,244,184
15,cancer,chemotherapy,tb,adverse,tuberculosis,imaging,tumor,agents,development,ct,1503.3412496193594,1049.2607483694194,968.0622661490013,727.5210820068347,711.548971375316,684.9325395327185,637.8002253552188,536.5970024142771,516.8290083026636,463.4082900221283,161,297,323,251
