,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,method,ms,liquid,chromatography,mass,phase,quantification,detection,samples,assay,4469.034824066852,3256.154257952607,2365.134196496356,1852.1131572280021,1726.2514630872038,1637.7664640036742,1500.3600553344604,1409.7037794821354,1339.5711679001017,1323.2365786543724,528,525,514,362
1,cbz,carbamazepine,tb,fpia,ltg,tuberculosis,pht,hplc,rifampicin,immunoassay,1085.0588235061855,824.5939665435541,679.0588234965292,550.0131534042698,453.93166426432794,399.5787033283761,387.644705469146,345.5947366780073,344.1309923633089,322.2544691173661,189,47,54,28
2,antibiotic,antibiotics,beta,vancomycin,meropenem,lactam,ill,critically,csf,infections,797.3195340791527,754.5280809871497,714.5485637128772,573.5921736486058,532.4673300327831,416.92897128496566,396.1247983979936,395.04424907920145,389.0588234551609,348.2884814596822,64,69,220,230
3,group,vancomycin,vpa,phenytoin,ci,associated,risk,renal,free,linezolid,1502.4223128232481,1374.3052387643734,1193.5070382973922,905.8514822763447,687.0615328508792,669.8201311011361,656.6995548922027,594.2567416963949,571.0798752112,556.6053068225796,175,132,251,258
4,tacrolimus,mpa,transplant,recipients,transplantation,csa,auc,cyclosporine,renal,tac,2851.1594218823907,2568.05882349797,2153.8672052364504,1536.2701169320546,1455.209388831801,1422.943062819535,1307.2437955379983,1153.0642213453593,1150.0319569361645,1101.0587122461382,168,431,260,157
5,hiv,genetic,antiretroviral,polymorphisms,inhibitors,associated,cells,infected,gene,viral,1077.1278959891522,529.7943653958642,523.8917577031945,471.71364814659483,446.2147853387694,432.01488306338683,407.8017767955682,384.24127543705913,349.52598375697,347.93138748096027,69,330,153,78
6,digoxin,dbs,method,dried,sampling,samples,assay,spot,venous,spots,1303.6966610019422,1020.047754620449,485.8666980546673,467.15206801030985,384.65067920946836,338.9346983780562,311.17488588498077,240.12371282284644,176.90762880152477,156.38171700788808,78,67,71,58
7,voriconazole,drug,agents,toxicity,antifungal,interactions,practice,guidelines,evidence,imatinib,1619.360497881673,823.5900098801,762.7191792128885,757.8827525802001,616.4258339892468,584.8326871965206,555.0810325039087,547.5276292439922,537.3561629729892,535.8487798316337,249,317,369,317
8,assay,samples,ms,immunoassay,hair,urine,free,assays,methods,binding,1327.3930080613263,1284.8557587072332,889.200611863906,658.0227070704548,613.2546386082896,481.77368813787007,463.0164389698947,449.94974396658904,445.30837950521817,419.3756634196025,307,205,157,74
9,method,hplc,liquid,chromatography,performance,hiv,samples,assay,ritonavir,high,605.1375573434357,469.57346937279937,431.28597799177976,343.59744506942457,329.0457522195467,315.9932089959948,294.4333336964179,278.6301346889904,257.4394057239535,241.59824913986108,142,114,49,29
10,age,years,children,posaconazole,body,weight,cmin,cancer,fu,clearance,937.9910469196133,637.8844053409159,594.6323723304625,588.6301725617578,577.5404782840855,551.2853423953625,484.31871999839746,454.73949665496394,416.05882349879835,375.36483720544925,84,132,169,113
11,anti,infliximab,ibd,remission,ifx,inflammatory,outcomes,tnf,antibodies,associated,1199.4999993420836,965.0588235099898,799.3055340763481,768.0044846493408,745.570818476767,691.271617574071,590.4640154571026,535.4621016979528,534.2546121939712,498.3187210716238,15,38,337,319
12,cyp2d6,pregnancy,women,cyp2c19,metabolism,risperidone,genotype,ratio,dose,methadone,806.0588235083205,728.3128172936013,624.5710978377709,561.9685320804028,451.4363876273415,445.95387290203445,438.797181569769,420.12024670874234,419.6553678641794,413.34045879405625,205,224,169,113
13,clozapine,adherence,olanzapine,antipsychotic,smoking,symptoms,hospital,schizophrenia,adverse,pharmacists,1299.3611413041128,614.6504466325691,380.1768402095684,333.74040722934257,323.22754791477723,321.16336716717365,315.8636283668287,314.40010306925427,299.59756850461304,283.49387204779475,171,189,179,160
14,clearance,vancomycin,children,target,gentamicin,pk,population,age,auc,distribution,1677.2466127873477,1289.7123732059301,959.1733949326625,916.7393903321665,843.5007580249072,840.8107711398757,828.436396781078,786.2335367507254,749.9522974413354,718.8586363115237,254,268,310,259
15,saliva,oral,theophylline,administration,fluid,metabolites,aeds,thiopurine,half,subjects,1096.0329208133485,950.6537245014474,658.0563960950328,513.8259823629987,454.0915244115143,378.8629025458786,376.58025278308884,354.05384668930435,336.46691716626003,316.1585468653963,300,168,100,64
16,model,population,data,pk,models,bayesian,prediction,sampling,parameters,performance,2806.2425347556373,1416.7754740850044,1019.2375303115132,999.7781675910958,936.7758804994661,867.6064994992861,744.1233735836843,618.2461649458141,580.548618153139,550.1524719478331,175,165,141,157
