,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,method,ms,liquid,chromatography,phase,mass,detection,quantification,assay,samples,4299.632605793242,3341.848792609962,2324.1944151616603,1853.5555686834355,1689.5781056614778,1560.7048228401036,1468.3524431856029,1361.0603319725744,1340.3452327890154,1332.7134046975928,575,546,478,329
1,cbz,pk,mic,tb,pd,ltg,carbamazepine,teicoplanin,tuberculosis,resistant,1085.0833291762171,813.037974434794,799.4422118796034,679.0833297264854,560.0885879788755,457.71108503603244,426.2887700028229,405.5450216209064,400.69231164564565,378.7817590765016,98,80,160,137
2,mtx,methods,csf,methotrexate,samples,detection,assay,development,vancomycin,tgn,773.7507086737497,414.2741180136904,389.08332131055226,352.3555325177968,326.2397211867455,326.0147128050982,282.0868602435855,257.0077143091172,248.24125720381258,245.29600498580967,114,106,190,196
3,group,vpa,ill,critically,gentamicin,antibiotic,age,beta,associated,data,1325.7885131253306,1061.9682806306118,945.8726810278556,899.3544173595346,828.9474340027897,724.6187842958076,706.4545295391938,669.8518255350228,657.7498167383405,599.2551820753048,259,312,410,377
4,vancomycin,tacrolimus,mpa,auc,transplant,renal,transplantation,recipients,csa,cyclosporine,2842.1429774895137,2824.976370434335,2568.0833285474223,2385.439477919931,2178.1750121788273,1606.4249496929908,1562.9600174560553,1550.2675705589556,1318.5405157086327,1144.3798227955865,228,506,386,289
5,hiv,activity,genotype,genetic,polymorphisms,cyp3a5,inhibitors,associated,antiretroviral,gene,1045.570719543825,697.7723713072937,691.4267491546423,613.9474776964381,601.6108176114548,538.6475604867233,527.5426916622264,524.3313261523359,508.5207707857172,441.8606164725661,95,396,198,113
6,digoxin,dbs,method,saliva,samples,dried,sampling,ms,assay,liquid,1278.8908813491078,1019.5963590818353,879.8081505158832,879.224504923563,511.24661667957594,462.4150787295567,384.18923558017264,377.33417802539685,372.3873039835101,329.14628741912,87,98,151,110
7,voriconazole,clozapine,drug,interactions,agents,toxicity,antifungal,adverse,risk,cyp2d6,1440.7381776765799,1177.0777666783608,933.6241030770924,792.6225696527464,756.5790504234567,747.7032288411463,623.311408454705,607.0812705308807,562.285968112723,549.9682164993424,380,444,443,363
8,samples,free,phenytoin,acid,hair,oral,binding,assay,urine,fluid,933.4729566414945,931.4285601941441,759.9300893610541,722.5638691285861,671.2268073192987,650.6346440085279,604.6374714889057,589.394758024455,584.7107004225943,479.3450733275515,399,233,142,68
9,assay,method,samples,hplc,immunoassay,methods,performance,fpia,carbamazepine,emit,950.3003682084384,869.3292472881974,862.6850867105065,834.2282425687555,625.6040006535693,613.6015707701371,548.6528736149263,546.684069126168,509.38275627234856,501.2816378093545,375,150,80,49
10,model,clearance,population,data,age,variability,children,weight,body,cl,2919.266484397333,2301.9413294598385,2017.1115348987541,1490.509935794436,1469.2444265450065,1444.4438005337013,1399.7262587151674,1167.54014896969,1149.9305761203789,1023.7181211563674,483,393,399,313
11,anti,infliximab,outcomes,ibd,remission,ifx,pregnancy,associated,inflammatory,data,1138.3496694002026,965.0833304521819,804.7694507986961,794.6079482963356,765.2003533457262,745.9602370494459,695.8351563635543,693.7930363911428,645.9695264660382,584.7783278324273,80,157,466,432
