,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,clozapine,voriconazole,adverse,data,health,adrs,information,practice,reactions,pharmacists,82.6551028676977,73.61107873421625,71.70957608225882,56.72409254897565,50.82354004350591,46.61019262660222,45.18228535279483,44.70395239413238,44.270701108150334,44.15757815026831,715,926,821,730
1,pazopanib,nelfinavir,oseltamivir,indinavir,aripiprazole,qms,dermatitis,amprenavir,atopic,saquinavir,11.677250507589557,6.039173373287571,5.1604215600203345,5.006334184637832,4.869209188071986,4.81086504379531,4.589455641386473,4.400981990649555,4.347278368300151,4.259324614491653,4,6,3,4
2,insulin,diabetes,hba1c,metformin,olanzapine,glucose,risperidone,type,t2dm,glycemic,51.305498143511876,30.043546321366893,24.57314749052675,24.147578814656317,22.30912394111203,19.83670959903157,18.130274707115667,15.70081672958592,12.562935785644974,12.519992101834008,8,10,23,17
3,hcv,hepatitis,ribavirin,hbv,interferon,hbsag,ifn,virus,antiviral,svr,50.24729937419364,35.76267554239187,24.573723099918126,21.173651064617953,19.18495457003511,18.01830489770539,14.816562051641226,13.691880118415837,11.735905458963805,11.431578603406937,17,34,44,22
4,malaria,quinine,falciparum,artemisinin,dha,artesunate,parasite,plasmodium,fk506,nac,9.349415998439982,7.883342796800945,5.798695098667799,4.639732942014047,3.560605363379644,3.122808831547036,3.1037546877900266,3.0914112213712337,2.987633712454245,2.952264829473288,3,1,5,7
5,warfarin,inr,anticoagulation,heparin,risk,group,bleeding,pain,oral,control,152.6097535222171,147.57709412309276,107.56607930821299,102.50631831160611,100.43656743459083,100.3009972845125,88.16587783976884,85.53621608624259,80.58037127230176,68.36596810628747,1524,1768,1648,1187
6,bis,gout,urate,allopurinol,mir,bispectral,colchicine,breastfeeding,vdz,hti,15.151677011029284,10.192348990977298,6.208043947826149,6.166300566509404,6.005787690276949,4.837091586070803,4.35483234019007,4.120740763418736,4.049891637577671,3.9989406877959306,2,6,7,3
7,losartan,rtv,cit,cpa,ivcs,ptx,trimethoprim,breathlessness,sulfamethoxazole,aplastic,5.660873948213697,3.7834481408432734,3.3911462438840023,2.709155757235979,2.1959433300440305,2.1640377951942487,1.6637370917218004,1.628108920013215,1.5903648117660834,1.4897842913217778,6,4,7,4
8,adherence,mems,electronic,pdmp,bmd,quetiapine,pill,self,crrt,nonadherence,63.03540473770908,18.33914956455599,11.99712541682141,11.655281441889331,11.303656269312537,10.654401188059161,10.609843064769182,10.176445274784525,9.472368481503732,9.262161241315662,16,18,17,13
9,iron,anemia,vrcz,hb,ferritin,epoetin,alfa,erythropoietin,dialysis,idv,21.759817123430345,12.389713938230562,9.187683824651556,8.197874716105375,8.059638110426901,7.278493796098517,7.081429382016777,6.357335768039539,5.225678447876737,5.186585472845052,9,10,6,9
10,hiv,antiretroviral,art,viral,cd4,load,infected,efavirenz,vl,virological,103.37755137553944,55.69986159549884,44.09057904036714,43.54173904166027,36.4193817004889,31.361438175234184,30.385918853536143,24.7616934368485,20.79914949386722,19.628612842543372,26,52,59,27
11,ertapenem,imipenem,cvvh,carbapenem,meropenem,mfx,lenvatinib,vrz,flecainide,acquity,7.132595075735652,6.8670686850905795,4.483879952077332,4.421514433220381,3.604758866615636,3.547645761787754,3.396547189912535,3.212357499095604,3.154658000763034,2.9277336308159683,3,3,4,4
12,ms,method,assay,samples,liquid,detection,cancer,mass,quantification,lc,162.82569520637517,160.41485684118487,99.55006366495783,94.88757123830871,86.77584103934231,78.86267834212845,71.31698898118496,69.49049951986517,69.43809486131495,68.99341176167813,556,758,873,1118
13,tdf,pylori,sofosbuvir,tmp,smx,rcc,mrcc,eradication,arsenic,nicardipine,6.828339426965067,5.343259406573227,4.742783962965663,4.429060835029698,4.244064488073714,4.168877219453944,4.133900801294637,3.9928410482532257,3.2839767754415212,3.0403261983597187,4,4,5,4
14,covid,19,dronedarone,propranolol,lta,clopidogrel,isotretinoin,qtc,aggregation,dapt,10.095604074217183,9.603165823642001,5.5066119106790214,5.387242153368263,5.194717080072063,5.003831482230926,4.734389646397754,4.679955461575963,4.274317219647147,4.015742148683166,9,5,6,6
15,oh,25,nintedanib,ga,amk,mae,val,venetoclax,sulbactam,droperidol,6.312437386495479,6.133430546445369,4.2079499471160196,4.082944962449116,3.5493825129762877,3.5290436027972385,3.4458999705015674,3.3617021204164246,3.219861220781694,3.066646293261658,7,2,5,9
16,adl,feno,prep,pnh,pp,cardioversion,nocturnal,melagatran,tis,expresser,6.673743671035217,5.778351428541666,3.6582450538763447,2.443683258657836,2.0612608454492873,1.775483495431189,1.6027816964250996,1.5864232269244845,1.574018719699933,1.4823706623790858,5,2,8,4
17,tacrolimus,mpa,transplant,csa,auc,transplantation,cyclosporine,recipients,model,renal,134.5645343433716,104.24383557800775,98.47647609880107,98.0831332721642,94.15012984046481,81.3688214783008,72.75751758757784,71.40872222768606,62.76320295334374,60.609545845359385,443,757,466,497
18,vancomycin,group,antibiotic,anti,infliximab,ibd,antibiotics,inflammatory,ifx,associated,146.11488087873548,73.9305904531808,68.07437140944657,63.50366184136715,56.05727636073649,55.92925730957198,53.9811247316773,53.64864209685735,50.95406316763003,50.099041908937735,486,715,1014,1383
