,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,adverse,risk,data,associated,events,drug,evidence,years,voriconazole,reactions,2848.846706111182,2070.249618604671,1424.3093919919418,1423.0314284015917,1327.5820945208773,1087.3099223926286,1035.459125787641,950.9357325292565,950.8529775014551,926.6161706013705,2451,2195,1340,1073
1,tacrolimus,transplant,mpa,transplantation,renal,csa,recipients,auc,cyclosporine,liver,2511.6304377096963,1973.0881147783882,1656.0900996104965,1525.650474058261,1495.9777666015448,1459.0904936146455,1421.0908299034998,1262.0794634890544,1170.0908949347397,1167.7701504524969,282,514,259,245
2,group,cancer,chemotherapy,tb,months,survival,placebo,phase,groups,adverse,1779.1257085005775,1140.2895604480777,963.1449833631507,959.5134802628766,949.5057484571173,809.1686268266725,765.4864812707207,720.6193494959851,712.5568249774917,700.7836175486045,217,311,507,475
3,clozapine,cells,tumor,cell,imaging,cancer,vivo,expression,il,tissue,1183.3326109600143,1061.901801399305,884.3187861766237,871.406759948546,761.4855631125575,698.3800001434115,640.1783275096345,585.4761304097657,555.5222666596062,533.5841740222561,230,339,365,395
4,anti,infliximab,laboratory,ifx,inr,factor,ibd,assays,mtx,inflammatory,1527.720543761136,959.0909024646711,839.4455164597664,834.0909059310416,824.5692118076039,801.216229387749,743.6100839957506,739.1398185600846,729.0885799650916,727.0479270190824,136,228,310,492
5,vancomycin,model,data,children,pk,population,clearance,variability,age,dosage,2587.546284543178,2389.909938127288,1725.1158735113481,1662.60282795568,1586.9889789175327,1575.3196994920272,1527.4981299714423,1381.716042408095,1249.181475912029,1147.2607817114226,492,469,491,688
6,warfarin,inr,anticoagulation,antibiotic,group,bleeding,infection,risk,hcv,antibiotics,2670.2497211786613,1795.612599496167,1295.461853941374,1026.1258616692944,972.2227360044175,944.2965239251565,877.9198579573247,862.5974365549336,858.0908987295381,786.006855785873,220,361,653,509
7,pain,health,pharmacists,practice,hospital,control,medical,opioid,quality,insulin,1424.7548729055438,1010.5496441962262,842.4439005348804,833.835044774374,820.1381390254692,817.9358786593788,799.6513773842227,756.420226522614,705.6500493100195,701.9499467802564,696,734,468,298
8,adherence,hiv,heparin,platelet,antiretroviral,aptt,group,art,time,viral,3091.5806747977736,2418.454904764351,1717.7346763205223,1026.5974495449782,938.0820850716461,924.1186490198585,912.8590108868206,828.0908863282808,819.7103895585358,806.5548525394083,267,544,427,338
9,group,baseline,months,groups,pressure,control,phenytoin,years,epilepsy,increased,1379.155185410104,1093.8571929698396,899.6294330334059,698.2995290695218,693.8643882440848,684.7113591612434,668.2456844518689,659.9458216068097,628.3411867768139,603.7311105236433,302,385,459,355
10,method,ms,samples,assay,liquid,chromatography,mass,lc,detection,quantification,4197.315223518696,3465.545582265843,2723.020750492334,2158.5420464377357,2121.8069094640764,1757.8036329172241,1535.5746684700143,1336.985932458099,1336.9753808101461,1258.0863347473514,370,391,437,675
