,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,method,ms,liquid,phase,assay,detection,extraction,column,chromatography,internal,173.68800238556256,112.38797685158099,93.34297033287194,93.12778862466169,87.255685495531,80.4763588982552,77.55828432751844,74.71218315663279,70.83118802601317,67.77205843192095,727,565,464,303
1,cbz,tb,fpia,pht,isoniazid,carbamazepine,tuberculosis,ria,pb,emit,62.972611549398636,33.56267326626055,30.301132682377293,25.912241776085587,20.07741546731445,19.42621765080054,17.512638684109476,17.145540030053777,16.920994616636815,13.91486219202709,95,38,22,13
2,ms,dbs,method,samples,lc,assay,mass,methods,spectrometry,dried,78.91259838249258,67.60003199421723,38.185467056234785,37.837766220077896,35.70209440711475,33.52207633897146,31.902063442626794,30.770463925996157,29.5762675796609,27.303954608123714,197,263,323,269
3,ris,colistin,lai,mipd,deferasirox,iron,netilmicin,cms,cefoperazone,eps,11.450966790984253,9.828344948848189,6.741164999202663,6.1667975956648,4.630488130914945,4.277509448190708,3.49688684552309,2.7311655215506625,2.6088804118690057,2.3918687246190116,7,1,5,5
4,vancomycin,model,tacrolimus,mpa,auc,data,renal,clearance,pk,population,177.49144952860837,147.42085299516944,144.85668200921455,141.0787354047128,122.40392179642144,120.87747711467306,120.35341258731948,117.28529038313378,115.81550222250306,112.51503520688694,1540,1746,1944,1628
5,mitotane,vdz,ra,por,ct,promoter,il,aag,p13,pentobarbital,9.498406076692966,7.676106967422183,6.46499054244271,5.185953373143945,4.985131710117469,4.417308214800613,4.13784184379944,3.7527931711482103,3.48982697034945,3.050396599531979,10,5,2,3
6,thc,sildenafil,breath,trazodone,maldi,ari,tam,thiotepa,tof,enzalutamide,8.523435147019757,5.285913417992555,4.646665429433994,4.05121996205166,3.998971127320938,3.972942776874865,3.8843708826548204,3.6717754625840175,3.6687530531018044,3.5426145574613503,3,6,3,3
7,clozapine,voriconazole,posaconazole,cyp2d6,antifungal,interactions,drug,metabolism,cyp2c19,digoxin,71.53470081385339,65.41781837760803,57.24351901483992,44.53703441100427,42.124588150020124,35.90474527909301,34.75715158738009,34.73570202262445,33.58270992551677,33.32416314987822,425,592,435,327
8,infliximab,ibd,anti,ifx,tnf,remission,inflammatory,adalimumab,bowel,antibodies,54.86626643569121,52.88086101716326,45.09603248706768,43.850826039219896,40.25120766459642,36.490259446483236,35.98430950909827,31.289916245503264,30.93957440810931,28.850986164662235,21,28,210,178
9,hiv,antiretroviral,mtx,efavirenz,ritonavir,lopinavir,infected,protease,nevirapine,indinavir,68.07234687098699,49.34378745753054,35.41013396752107,35.1312523737248,34.02410340560313,31.023279052512148,28.816480438111235,28.477532889266275,24.61859670467815,22.104642574343885,113,144,50,25
10,vpa,pregnancy,aeds,ltg,epilepsy,fu,aed,maternal,levetiracetam,antiepileptic,52.059367889177345,34.47734157271346,31.406086530264396,30.253703562898746,23.34013327598282,18.62288070208051,18.0011634300306,17.074186918678585,15.852446520222566,15.55129420407826,35,33,45,22
