,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,ms,method,mass,liquid,spectrometry,lc,quantification,chromatography,samples,tandem,3759.8971252010374,3051.5235833855913,1948.325984799066,1482.7099898782874,1457.375829955937,1454.7018584586147,1338.5020335704016,1336.930307895157,1237.6462328336393,1058.8907880868176,106,326,435,324
1,cbz,tb,carbamazepine,fpia,tuberculosis,rifampicin,isoniazid,epoxide,11,mdr,1059.510689401558,679.0526315755991,522.558109837262,497.078229696136,393.18931100869355,353.9886033381025,259.0526315747594,185.229904891039,170.50315831994965,170.490445738135,78,33,45,31
2,csf,methods,antibiotics,meropenem,vancomycin,detection,antibiotic,samples,development,biological,389.05263156978936,353.08785030840244,330.5048237596005,323.94475630216317,298.95317852335944,268.54448507649425,259.91193903049026,246.93310864717517,213.74824418432812,200.76636188608938,75,71,146,156
3,vancomycin,group,target,ci,renal,risk,associated,nephrotoxicity,ill,critically,2467.9582065948357,1494.927043830316,820.2612474731294,744.2491070869361,709.3643297230818,647.9423090418353,638.4045054415252,576.3476374994862,545.8399858968509,511.8541477409295,77,118,283,310
4,tacrolimus,mpa,transplant,recipients,transplantation,auc,csa,renal,cyclosporine,tac,2889.488571729127,2568.0526315742177,2146.5063424315313,1529.522712350965,1468.5175940327733,1466.3141356748793,1429.1743519478832,1153.2378129143303,1147.71764164902,1101.0292703962473,177,421,255,157
5,pk,agents,drug,toxicity,pd,pharmacodynamic,evidence,exposure,data,resistance,696.695457528751,677.5269758937671,665.5918462045506,567.9493853934482,556.1031753184817,550.9394964169701,525.1290949109197,501.21199710165945,494.1569207417183,484.3560252546036,138,216,280,254
6,digoxin,dbs,dried,sampling,samples,method,sunitinib,spot,venous,assay,1304.0526315697334,1020.0526315756277,471.9820069603419,449.4042802920969,326.109415424037,299.0675315064869,266.9524808514828,240.69199482892648,208.5524966133494,203.06776275358328,57,49,77,66
7,voriconazole,antifungal,imatinib,drug,invasive,guidelines,posaconazole,interactions,itraconazole,fungal,1608.8696066117373,627.1749199611143,504.20495235250144,479.3364894448803,474.49303176452634,416.27950507871367,415.37424866703725,373.4548363138923,369.0290789278956,361.28358304544474,113,186,228,154
8,assay,samples,immunoassay,free,binding,emit,phenytoin,methods,assays,method,1565.6195147595054,1305.7561601897605,910.7787843247662,774.7049350097717,564.1366406558192,556.5396807475892,546.2190052297917,544.1404770879475,517.0129311440132,484.5793210485842,466,189,140,63
9,hiv,antiretroviral,ritonavir,infected,efavirenz,lopinavir,protease,viral,inhibitors,nevirapine,1377.955393940126,702.1230927490193,540.052631574716,530.0110516969061,512.052631574905,438.05263157594516,389.8660444751254,340.6738252168901,338.1791019439473,333.0526315757567,47,247,80,28
10,vpa,age,years,phenytoin,antiepileptic,cmin,valproic,epilepsy,children,acid,1101.0526470450468,962.638833412583,674.571395391627,576.2627822431472,531.6083933639757,527.8581656215408,504.24107503693034,504.22857700125724,475.8747320400666,471.8067608309081,175,150,178,87
11,anti,infliximab,ibd,remission,ifx,inflammatory,tnf,bowel,outcomes,antibodies,1076.2813903909287,965.0526315765361,799.976527555321,769.0526314343898,746.0510243254959,686.0088166164319,541.1258274179984,513.844100907702,503.9060488981002,502.0893177878834,14,34,303,294
12,cyp2d6,pregnancy,women,cyp2c19,methadone,metabolism,ratio,maternal,genotype,warfarin,806.0526315752526,747.3639895717369,644.6308195572364,550.5522450370169,413.85616689212145,379.3528960392487,372.81860085445993,370.83998901252636,363.3915585074493,324.94635265573777,177,203,150,108
13,clozapine,adherence,olanzapine,hair,adverse,antipsychotic,data,schizophrenia,antipsychotics,lithium,1302.3697616230895,533.8258997483866,458.35635332374625,383.9574363822943,357.7298240951745,352.6194736927313,334.8798960121055,318.552945086461,299.08068453572724,290.6953137921379,196,211,191,163
14,clearance,children,population,model,age,distribution,weight,gentamicin,volume,variability,1909.1202767813636,1116.4943918523945,1064.0354953116162,942.8155363571929,934.9728249077903,770.7922976298913,769.7652695853043,766.00749737018,735.9374869608802,730.0768402917092,231,240,264,217
15,oral,saliva,administration,theophylline,fluid,subjects,healthy,half,administered,days,1236.8305061321448,1096.0130392935425,711.4150464385937,644.8831056401906,503.54582012663076,452.3641611443404,403.59670080219837,396.4022850224534,334.70087731482494,318.45625808620406,284,139,77,46
16,model,population,data,models,bayesian,prediction,pk,sampling,performance,auc,2531.7495624196804,1172.5040126727583,903.052227545842,898.3364398327416,882.942585154731,737.5340363028994,735.8662440899511,595.9345393845705,542.8265619402458,519.2701766242009,159,142,132,157
17,method,phase,liquid,detection,hplc,performance,chromatography,extraction,column,assay,2062.720991959092,1339.4557346720874,1291.2486495781682,1118.8655349297524,957.4661685907137,863.4053827793261,831.0821892017537,826.9703259740825,768.5751290884195,760.1841989536223,511,266,117,75
18,toxicity,polymorphisms,genetic,cancer,cyp3a5,fu,activity,gene,genotype,associated,704.8193171237506,499.04149064257706,494.8404488460552,455.10485261217815,422.03837811338553,416.0526315739483,405.2834587982816,376.69742007464515,344.820726392081,330.04521263958793,92,180,122,86
