,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,ms,method,mass,liquid,chromatography,lc,spectrometry,quantification,samples,tandem,3872.273670339928,3656.7807373987234,1951.7579757615358,1727.6453327247382,1533.7226990952827,1501.439637803254,1470.940778185421,1452.689200894761,1408.926480866925,1065.8791538689763,141,372,474,360
1,cbz,tb,carbamazepine,fpia,tuberculosis,rifampicin,isoniazid,hplc,samples,epoxide,1041.0469204368649,679.0555555227486,527.7932845496707,517.9415826469819,397.16640055010333,353.9205159142532,259.0555555440742,257.78903203085184,225.44448954440105,192.75445681633977,116,38,56,31
2,methods,csf,analytical,antibiotics,samples,development,laboratory,laboratories,detection,quality,516.7755512368162,389.0555555257913,382.67780741616,369.0720667956799,365.18155304819396,327.36834495688777,316.8661964655522,307.7834686143158,284.2630598565563,268.3315002102614,138,99,190,194
3,vancomycin,group,target,ill,critically,renal,antibiotic,risk,associated,ci,2753.9556321441755,1163.3818989085871,890.5283113482343,882.8980804334008,838.8159935312405,816.1703902404935,765.386212583641,715.0041448722517,703.2728269519788,658.2470552674923,82,151,345,397
4,tacrolimus,mpa,transplant,auc,recipients,transplantation,csa,renal,cyclosporine,tac,2834.326051980462,2568.055555543287,2142.1306743110326,1776.4126031374467,1519.6383153017014,1449.5549422096035,1420.8729193792908,1147.945099233834,1139.06892384765,1101.0496821688441,182,422,258,153
5,genetic,activity,drug,toxicity,cells,associated,polymorphisms,cell,inhibitors,gene,556.6192674659054,547.7082131207753,543.3416564179555,509.40837741707946,499.7092634537016,435.61558062344005,429.4507138207045,375.10141180027506,367.7002827747264,350.65613462876513,83,220,162,107
6,digoxin,dbs,dried,sunitinib,sampling,spot,assay,samples,method,venous,1304.0555555355947,1019.8129564492535,370.89667897265764,278.4383957685623,267.0637069554224,224.84113164481516,211.1433949232752,164.75233932374806,153.47666826017513,150.74390553250544,85,52,60,28
7,voriconazole,posaconazole,antifungal,toxicity,drug,agents,imatinib,invasive,interactions,vcm,1626.0418599282345,779.1219496307592,630.0555555398885,591.4850976336473,577.0047886182939,563.7520254069598,511.6679697739794,494.6235951041994,486.1274850072302,393.09452758425107,122,217,270,192
8,assay,samples,free,immunoassay,phenytoin,binding,emit,methods,assays,acid,1363.7307198356757,1211.8921910155889,935.3420121226385,759.4545544674082,704.1149507410906,596.2008962743325,472.8293232340199,445.561957709379,443.31830692174475,441.0623583752014,405,169,139,51
9,hiv,antiretroviral,infected,ritonavir,efavirenz,lopinavir,protease,viral,nevirapine,inhibitors,1373.8993204129142,700.818917221519,543.4265242465457,540.0113438618074,512.0553611715542,437.9474898076921,383.67029380089497,333.68189885405684,333.0555555470538,315.9711622824437,51,254,85,29
10,vpa,age,phenytoin,epilepsy,years,antiepileptic,group,aeds,acid,valproic,1220.0555555411586,919.8655988764208,771.3785730738653,718.0985894651083,675.0184835373402,639.9127768070534,612.5754825253255,561.9608559306947,561.9207663513057,541.8878350748579,224,178,187,114
11,anti,infliximab,ibd,remission,ifx,outcomes,inflammatory,tnf,associated,data,1082.846339891457,965.0555555466215,798.4594481478796,768.6278582169284,743.1315490571526,682.6222931540015,609.6425756317288,521.8331474698285,517.1651699583504,511.50511150180677,80,90,385,388
12,cyp2d6,pregnancy,women,cyp2c19,genotype,risperidone,ratio,methadone,dose,metabolism,806.0555555465986,745.3401366798627,623.2002433460931,551.1418736732019,513.534153302565,431.7309926240312,419.18771709872027,415.05762230213105,376.392795610561,369.51221221685705,171,206,167,122
13,clozapine,hair,adherence,olanzapine,antipsychotic,adverse,smoking,schizophrenia,symptoms,antipsychotics,1305.460056100821,472.65467868350754,461.2542698818801,460.6909639108215,353.1776457965524,333.0178166009767,327.37543910786053,321.9424889719068,302.84607124283775,288.9440645598932,144,182,163,137
14,clearance,children,population,age,model,gentamicin,distribution,weight,variability,volume,1976.1464820410877,1106.56769755382,1055.6136070434509,976.9711396895173,945.0286255365108,839.0807795081615,833.0762567387907,809.5429284536597,787.2907758357077,757.1438913295189,249,243,271,219
15,oral,saliva,theophylline,administration,fluid,metabolites,subjects,healthy,half,thiopurine,1103.0456486324106,1096.0549304928732,649.561392833707,600.752408647704,517.1041187899248,424.2862898699496,367.5525388481053,345.76979517441794,338.6487681715373,323.1312238610889,273,146,75,53
16,model,population,models,data,bayesian,pk,prediction,sampling,performance,predictive,2530.1542852946395,1195.5755242045707,907.6653190222535,892.253023398476,873.6748765105684,830.6885216867505,726.3406482624931,582.9737660817023,544.0244223401991,520.4393737315693,161,147,131,148
17,method,phase,liquid,detection,hplc,performance,extraction,chromatography,column,high,1667.4792519647094,1244.0392267944574,1102.5620447582162,924.1140632852222,862.0830137073614,742.5434412501966,705.0883085613565,698.0511681238842,683.5507080069393,663.916431114921,466,235,85,53
