,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,warfarin,inr,adverse,risk,events,anticoagulation,associated,cost,ci,data,2630.450460049545,2165.396406941571,1778.7271271910024,1570.8713685621794,1453.273714290017,1313.7971935507076,962.6164258996369,869.1839033357433,858.2851827103951,848.9065486872631,316,431,456,331
1,method,ms,samples,liquid,assay,chromatography,mass,lc,quantification,spectrometry,3836.85199814065,3454.599646852967,2379.6185883828894,2010.2273363244342,1878.3908671232907,1634.2683735130408,1557.4190648784195,1335.4686684020153,1218.5557475212615,1182.1827545481312,341,396,425,682
2,children,pediatric,adults,years,adolescents,ldl,cholesterol,age,lipid,paediatric,2946.0943780077446,599.649410327623,462.54826251629726,409.08078208397177,316.6330428696091,314.70330960087847,293.48084268587803,256.5173401452044,223.75961708537625,222.48898056625674,39,56,73,69
3,tb,tuberculosis,anti,il,positive,alpha,assay,pcr,elisa,months,968.0499999979797,709.0055913345969,677.5656552674315,582.0715914065722,530.9272713969839,492.2789179443307,447.85237149124737,440.0784438951588,418.4130145635191,292.3003703663995,109,133,203,159
4,diabetes,insulin,glucose,type,control,sedation,hba1c,propofol,infusion,metformin,1094.6727884648471,1064.0499999977908,778.1992845149118,630.046224112024,576.6875055077946,497.7066875042202,427.0499999987941,394.3816406793761,364.7213962430187,360.1939032526391,164,180,209,126
5,pain,pregnancy,women,opioid,lithium,epilepsy,antiepileptic,aeds,risk,seizures,1289.6949195657173,888.9632424533492,790.3469912755745,746.6153196291782,720.6695015126019,585.7811398900318,502.7614681361224,483.3186012694206,479.09037954539974,388.73590556803754,321,298,191,156
6,hcv,dabigatran,rivaroxaban,hepatitis,oral,anticoagulants,doac,apixaban,ribavirin,doacs,858.0499999988915,765.9335643217955,648.0499999983373,494.96176800729506,433.2559207317915,348.96402585357646,339.0499999988796,330.049999998549,312.04999999895267,279.0499999988546,31,81,182,129
7,group,platelet,coronary,bone,function,clopidogrel,cardiac,heart,groups,aspirin,985.0520045791342,741.6918839975667,583.306670660241,510.22599617152247,477.220736488515,457.04999999869665,429.23216144221544,402.0242678984913,387.4723098552478,378.4125481083923,183,201,260,164
8,group,placebo,groups,weeks,trial,baseline,randomized,adverse,control,week,4270.224155616677,1448.3474425438078,1441.157454395377,1254.7318396704204,1073.7670850353695,1022.48806562501,1009.0731523777216,890.3963114191039,885.0789191946715,795.577626950399,235,247,328,309
9,antibiotic,ill,antibiotics,infections,critically,intensive,infection,target,antimicrobial,infusion,1166.5138987397586,955.2255856590234,879.3285779715259,872.6383937344445,868.7336415543306,623.4380236604819,582.3733196335227,571.8423447535775,569.0445929899093,566.8045879236463,173,157,230,313
10,hiv,antiretroviral,viral,art,cd4,infected,load,testing,laboratory,inr,2405.8265155287672,938.0426321741569,930.1386048614258,829.049999996338,676.187414133226,659.8966920778487,640.497921838493,576.537173363334,489.42162356477314,454.34117475360523,102,227,195,123
11,model,saliva,pk,data,method,sampling,samples,models,time,performance,1109.329449900464,861.9638029944034,686.2997172804567,609.26903632975,592.4432175126676,568.733335011639,557.9618145898667,555.2310669589061,548.924501888024,519.4658851010017,151,118,117,202
12,cancer,tumor,chemotherapy,cell,imaging,cells,survival,activity,pet,progression,1456.167944885809,1065.1184498049336,948.6128188600087,879.7541665389291,784.1388836126264,685.1104276458669,650.0209120368241,471.38316563385627,461.0499999985601,454.59672719419285,128,260,382,350
13,clearance,age,model,renal,population,vancomycin,weight,data,dosage,creatinine,1549.3848546659626,1337.1713964443402,1312.205970988627,1246.5039207386433,997.4149013816167,941.6523131417341,915.5915476580308,876.1295768887732,860.1392071013885,856.7613203915138,263,259,270,385
14,heparin,aptt,anti,time,xa,activated,act,factor,activity,thrombin,1753.335636674457,989.0499999993551,901.4557283348831,888.0580768307736,775.3025077769996,566.599394531663,562.9982102806777,535.7427180962824,524.3440488777516,503.6821032938116,183,184,162,138
15,adherence,health,data,guidelines,practice,medications,medical,recommendations,pharmacists,compliance,2605.23781883594,1318.7854966111565,1184.2691709252827,1150.516942442941,1080.6466100124903,969.8326231578161,888.2330322412631,887.3012263622442,848.1214559113162,817.665469489568,500,725,447,363
16,drug,agents,cancer,interactions,potential,development,toxicity,genetic,metabolism,methadone,1010.5109657674101,846.8313248637797,808.2032624331275,759.195618318829,635.8783451722271,547.0281368538332,509.86658558105347,506.45985684611645,496.97847938175175,450.04999970863645,151,277,239,231
17,tacrolimus,auc,transplant,mpa,transplantation,csa,recipients,cyclosporine,renal,tac,2477.33488114975,2123.0166623043147,1973.0499988824265,1656.0499999989743,1542.0499999954654,1459.0499999982485,1421.0499999958167,1169.9673705654843,1147.8567714431476,949.0499999977985,255,486,261,238
18,vancomycin,anti,infliximab,inflammatory,ifx,ibd,associated,remission,ra,bowel,1429.1897804264977,961.5494327513826,946.1648548290499,827.5782510675364,775.9663351103688,758.0232078883569,708.9695714175461,689.0164154246405,562.8557498695961,524.2997684244457,68,164,235,450
19,clozapine,antipsychotic,olanzapine,schizophrenia,antipsychotics,side,risperidone,months,associated,weeks,1273.0499999985982,560.8201124436964,533.0499999981985,479.04315724958036,460.71090354919306,416.3771721681167,394.0497661848956,388.3364829938194,316.6544861273822,281.9297632399682,130,201,156,130
