,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,clozapine,olanzapine,clz,norclozapine,inh,caffeine,risperidone,schizophrenia,sn,cp,62.61568620113143,29.401510047558588,12.886163529919752,12.601697388276012,12.550686368419042,9.820656946991836,9.429838285769973,9.263185250627705,6.68774495991187,6.05898686038419,11,8,11,12
1,thc,cbd,hcq,cannabis,erlotinib,mdr,vemurafenib,evr,abiraterone,gefitinib,13.429653390809419,6.803202970235431,6.543615410243819,6.285188740998942,6.153958292339095,6.092388000124669,6.0742159244012734,5.5686352509392325,5.060190071566356,4.325179276926742,6,4,8,2
2,csf,srl,sers,pcz,mps,ec,impdh,spme,raman,imipramine,19.10167393347445,13.191294497299422,10.56846516779666,8.606730538044657,8.39342275171859,8.276439489883016,7.919556333291051,6.989779998920953,6.31484523459203,6.033453111481115,13,6,8,4
3,arc,amiodarone,chloroquine,ppi,pentobarbital,ari,desethylamiodarone,bromperidol,plazomicin,cq,9.766757804141816,8.301517001150506,6.484513232373657,5.040630786297288,4.867491557520815,3.942847065163732,3.5691629372793434,3.515201419829747,2.2793137051558086,2.269751877701489,4,3,4,2
4,mpa,tacrolimus,transplant,csa,transplantation,auc,recipients,cyclosporine,tac,ibd,131.8773520887779,131.66933155528227,84.34967196705387,73.83455512372845,67.87562328106314,63.75678177875077,62.1139845494682,61.58865782117323,57.63100474888366,54.388530126403204,309,607,780,647
5,asparaginase,mitotane,biosimilars,biosimilar,hypersensitivity,vgcv,asp,spr,fludarabine,dalbavancin,13.605774711017666,7.997711616345904,7.136610467301071,4.317084923839289,3.6705596326268317,3.259527247564463,3.244468714119854,3.1841521747631747,2.9021005918617786,2.8726919044663766,6,6,12,8
6,flecainide,deferasirox,iron,acculevel,dfx,tegafur,norfloxacin,buprenorphine,pefloxacin,tiapride,8.625816355824528,4.603504962908761,4.580128933893842,3.5692085359682126,2.1256160537297606,1.9663323633409293,1.9582025190841197,1.9501447126131837,1.935643857057376,1.873491608755657,4,5,3,1
7,voriconazole,drug,toxicity,antifungal,posaconazole,busulfan,digoxin,interactions,agents,hair,68.34372910143966,45.143714730930206,44.25087454433441,44.03069219248995,43.4185527272546,43.24721252220399,38.88930720116469,38.59036314336644,38.50187292601162,38.314881465351675,632,789,705,564
8,maternal,milk,cord,infant,meconium,umbilical,breast,cit,amniotic,lacosamide,16.352741214256298,15.286007330172126,9.444505063678834,8.60842220021122,7.755363194021504,7.3811066059185935,7.115218584103158,6.572557322751388,6.170807290030672,5.8697749057716,11,16,15,5
9,method,ms,assay,liquid,samples,phase,chromatography,detection,hplc,quantification,217.1977406909231,187.54367299085442,137.08148611127552,118.13949954701364,104.08600306162067,96.41509784285691,95.32703402945226,92.02456595269528,90.92851315664383,85.69089843886681,1064,781,709,505
10,cyp3a5,warfarin,risperidone,genotype,cyp2d6,polymorphisms,abcb1,venlafaxine,polymorphism,allele,30.01737582242977,20.711486866078733,18.46343128966394,18.14550879117144,14.75477695829091,14.207273401921983,13.97854320927506,12.940745126654745,12.177836679511426,11.810770475252182,17,33,29,19
11,vrcz,gbp,lenvatinib,pip,cystatin,1726,a77,aaa,su12662,oc,4.3499992359164485,4.222705364858494,3.4265900709447323,2.937687619817201,2.8833345116356317,2.483238700828666,2.483238700828666,2.366687198452908,2.2622970666163003,2.251652300251058,3,3,4,3
12,methadone,dps,adl,enantiomers,asnase,mianserin,finger,citalopram,eddp,dbs,28.115324773494006,9.430427358206048,7.715217252025052,6.82538555284157,5.986879850508459,5.87137046982535,5.275982199792921,5.203633260903027,4.845869602513786,4.141520878214029,20,8,7,6
13,morphine,faee,brv,m3g,isa,m6g,roxithromycin,ketobemidone,3d,dasatinib,7.180220933313148,4.879200458538509,3.6734345554348864,3.4484487092233524,3.059495880448741,2.770602975962405,2.529374799670244,2.0696448989828227,2.023973542334029,1.8848835750787165,7,7,3,2
14,vancomycin,model,clearance,population,pk,data,age,children,group,hiv,159.52146843173193,123.30407965981402,103.03832973475171,92.63985251106514,83.63320017911829,82.76718921469535,80.71096403761898,74.9318162093401,68.5719914840591,67.5820054929193,1049,1128,1196,989
15,saliva,thiopurine,tpmt,tgn,mp,rbv,azathioprine,aza,thioguanine,salivary,24.36755909625654,22.047688094523437,19.65482803529719,19.38450646474755,13.284978750335997,10.953759893505008,10.591608928964328,10.083901545954676,9.824320904396906,9.362495526232784,17,17,9,7
