,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,voriconazole,antibiotic,tb,infliximab,anti,antibiotics,ifx,infections,ibd,tuberculosis,77.09058086589738,62.98747658487934,61.14167454593432,55.9222818519722,55.675195625051,53.380191583026125,50.95698714240541,49.28680196774544,48.03577419738614,46.61832339717102,212,410,698,1027
1,ms,method,liquid,assay,samples,lc,dbs,chromatography,mass,quantification,159.31873715900798,147.21688005595303,85.35792489791456,81.67275323636505,80.1750722774083,69.24949609302728,67.74566857395766,67.35335273849873,64.8865613449335,63.549222040369415,290,355,399,593
2,hiv,art,viral,antiretroviral,cd4,load,vl,efavirenz,virological,haart,44.56337559706951,29.163526780049725,29.007187609370416,25.84913798774261,24.75714077620625,23.904823604215114,20.036853767388333,15.20724637839639,14.65068231855684,13.189451842192256,11,17,27,13
3,lcm,nmbas,pv,learn,ittr,lr,vor,ect,dgf,qb,6.1668373179342,4.470458909285891,3.8932397129164515,3.3828966508390503,2.8263963790476443,2.801296628767831,2.71413611450982,2.6377863081561888,2.5481908768134627,2.3010770380663272,3,5,8,4
4,insulin,hba1c,glucose,a1c,hypoglycemia,clz,glargine,basal,glycemic,dka,34.52539990474035,11.350555718072638,7.4283177550704,6.639377896775902,5.594956976198729,5.428625162042369,5.144787586507143,4.807570228063911,4.4542027365792265,3.9729361342046574,6,4,10,7
5,adherence,warfarin,inr,risk,group,adverse,data,anticoagulation,health,heparin,162.25909627745702,153.30593597496713,147.5800180577889,144.77757529916465,137.88462126494994,134.02657367363008,122.72415520322158,107.48120570799128,99.26220118971119,99.13994900428946,2299,2834,2537,1977
6,dabigatran,rivaroxaban,doac,thrombin,apixaban,doacs,cpb,hirudin,coagulation,fviii,36.56740588374576,20.9956041795179,19.259715002700215,16.78030758294711,15.31831585291949,14.571451260147287,11.224879793946144,10.14572807787561,10.069611666120574,8.8049311754303,9,13,14,11
7,txa,rhuepo,nps,trl,opat,mivacurium,al,cpgs,sumatriptan,exenatide,3.431121509875763,3.1696300711637044,3.03413531825928,2.6269619915683067,2.1326829347140555,2.0239785995676436,2.0213611200945922,1.9169748328808411,1.8676410930130318,1.796741729274077,4,2,7,5
8,cholesterol,ldl,pregnancy,bp,bone,statin,lipid,women,density,agranulocytosis,21.40896776158056,20.990702799647526,20.163414395143125,17.186231377594215,17.180783663237737,15.962535543465602,14.924866495437143,14.001714635792753,13.966506111687492,13.486516722693809,14,24,53,42
9,hcv,ribavirin,hepatitis,bis,efv,svr,rbv,interferon,rna,virus,43.979986979022556,23.46539339638063,15.681044391370369,14.580703417812714,11.428475474660244,11.289237031313744,11.087009198337709,10.587523922207044,10.143311736618495,9.275653309187424,7,13,24,9
10,hair,sdc,mania,ziprasidone,bleomycin,sitagliptin,rosiglitazone,em,isf,idarucizumab,21.112944512925594,5.3326348863915385,4.9222778467948505,4.490346352409727,3.710007777260073,3.490268237157168,3.3852568086716563,3.3774645892257413,3.2615286000189214,3.1385820489945364,4,4,5,6
11,qms,amk,mfx,ntx,fosfomycin,colistin,ab,antimycobacterial,adefovir,tgf,4.522282851968152,3.5523064657672077,3.5505697274774763,3.397854581225027,3.1096369183480106,3.095021240145034,2.6007398611792993,2.3836421071453713,2.0424274168432524,2.0371881033117774,5,4,5,4
12,cancer,tumor,imaging,chemotherapy,pet,fu,cell,cells,mri,ct,57.6133195338611,48.68603418239984,39.86207391570129,33.80266315683851,30.59108209411225,27.33631710424917,27.0733969593778,24.73170388769593,23.790441725632206,22.04655440052074,210,268,397,429
13,vancomycin,teicoplanin,vcm,gentamicin,tamoxifen,neonates,morphine,ecmo,endoxifen,atazanavir,61.969638026973335,30.258555608999913,18.508801073355933,15.651466617175068,13.927697737209717,11.558085745355955,10.587872858092991,10.349272954828317,9.699371044447847,9.39867946869429,10,5,9,7
14,platelet,clopidogrel,antiplatelet,aspirin,aggregation,prasugrel,p2y12,pfa,100,adp,39.89814133542391,28.45543830008338,19.473785172024385,14.173239154118857,12.531712132507401,11.172778764495884,9.469947686043666,8.969987929925887,8.666159719711544,8.390221968752197,7,31,26,18
15,iron,anemia,tsh,ferritin,thyroid,epoetin,ven,tca,hb,alfa,29.239966132352013,17.48666782789652,10.909132246569804,9.292468963098102,8.724355761245132,7.283457514848248,7.228669798541622,6.432595412445239,6.294478750997743,6.288176936894039,11,5,4,10
16,methadone,das28,pylori,ra,dmards,dmard,biosimilar,antirheumatic,eddp,tls,14.331972345578766,7.2341029116377085,6.002712604962503,5.916112610353516,5.305512315986999,5.087444041546079,4.695069208346459,3.878491382658921,3.6605123198398943,3.65967693153175,3,6,4,5
17,tacrolimus,auc,mpa,transplant,csa,transplantation,renal,model,cyclosporine,recipients,131.105212767207,105.30885397203004,104.24675974897775,99.42775296751502,97.25464668828123,82.31700765506929,79.09002292566487,79.03223214256565,73.81399510494134,71.58974641209045,738,1081,794,881
