,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,method,ms,liquid,chromatography,assay,mass,samples,phase,detection,quantification,5518.106470645045,4021.8200672712373,2873.901781830349,2286.3176628363613,1985.0803042232076,1882.9824695369969,1864.2904554279062,1838.8371796819124,1731.4269879187912,1670.6790391875413,669,623,580,416
1,model,clearance,pk,population,data,cbz,ill,critically,target,variability,1974.2561550318576,1893.9930575718988,1639.7663148130955,1534.0278969703909,1116.1523141885548,1085.0999395809092,1022.4857123810367,977.1446635497006,954.3444312006249,896.0004331045544,310,325,445,417
2,mtx,vancomycin,methods,csf,cells,development,cell,antibiotics,detection,tgn,742.1091311893857,454.1021518619549,397.4871166341856,388.23362514740995,351.48540165242815,341.01109532544746,291.1807599316649,288.0731375504887,275.9633904682688,267.22430857062176,136,112,211,197
3,group,age,vpa,years,associated,data,median,children,ratio,epilepsy,1567.9116456146098,1464.175384459992,1210.023955771586,1041.4952943027681,873.6624796676347,872.0231650777966,777.8284643275275,763.81803471137,727.1672955852486,700.2587791090008,333,329,396,332
4,tacrolimus,vancomycin,mpa,auc,transplant,renal,transplantation,recipients,model,csa,2885.2539906330007,2884.411182815109,2568.0913131451366,2511.3502536705764,2179.8607802778583,1763.3315358881493,1569.92841890098,1551.1089495441427,1459.4606896731882,1347.8303430082055,376,621,538,449
5,anti,activity,ibd,infliximab,inflammatory,associated,genetic,genotype,polymorphisms,antibodies,1233.775381630774,882.4780675738854,793.9457805777981,787.2749333430859,750.833708189611,663.066896441452,656.9506501061518,654.3224904143548,604.9415978324112,604.7428887034558,69,253,426,331
6,digoxin,saliva,dbs,sampling,samples,dried,assay,sunitinib,method,measured,1304.0990971692431,1072.6861137763037,1020.0999759670098,532.3535364234908,481.7093989750227,456.6221811526176,315.243980042757,305.7605836766869,289.70530015357036,240.3577678557271,138,80,105,91
7,voriconazole,clozapine,drug,posaconazole,toxicity,interactions,agents,adverse,risk,data,1621.221282852488,965.4102565597256,914.8963294716581,855.5324217942918,842.2766000490053,764.8921800987365,658.686429197572,656.2982748152807,634.6177073489856,633.724598746382,407,505,535,426
8,samples,free,phenytoin,oral,acid,hair,urine,binding,assay,pregnancy,1002.9782995310403,991.1568057602393,954.7910364036708,802.8204730122806,755.9289845521857,684.8859536990514,621.7751948136196,620.5920907111943,619.8791968837785,581.6401394931684,505,271,154,75
9,hiv,antiretroviral,ritonavir,infected,hplc,efavirenz,fpia,lopinavir,samples,emit,1394.5544133745584,706.0967983282081,540.0925811250313,522.7389250515668,516.4508365076699,512.0997003567619,450.76224056223276,438.09958750007314,427.73479534238703,425.36978141414056,230,302,113,42
