,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,adherence,adverse,data,health,practice,risk,voriconazole,guidelines,hiv,medications,157.67087454120525,112.4208466919075,103.17175755627197,90.8712549346147,85.0608591254517,81.08972914741236,75.04104761419916,74.36531438829351,73.05981239984,72.30677812050206,1316,1840,1659,1553
1,maldi,hydrocodone,olz,vams,sulbactam,ampicillin,tof,learn,pos,anlotinib,4.389342583101013,3.3164554974183162,3.295637888421806,3.0048255898167797,2.971621517567247,2.940936645387995,2.815795775171426,2.4664815129230293,2.393978574539524,2.3931387211951303,5,5,6,10
2,dpd,vor,efv,cs,pth,atb,itz,drv,txa,pvl,3.387308853020682,2.708580573330343,2.665240721410936,2.4393199088690167,2.3262538352530675,2.3140108637879795,2.285875574455252,2.05692318034228,1.9899686251382986,1.819932914312487,3,5,5,12
3,hcv,ribavirin,bis,inh,svr,interferon,rbv,rna,hepatitis,adl,35.107877310593416,18.09612069502104,15.239042824703862,14.745377092434328,11.336816555908499,8.273218679040962,8.057563765699555,7.8304933425205006,7.6469350040696495,7.199160816821215,13,13,17,7
4,oseltamivir,vrc,fluvastatin,tvr,ts,daa,rvr,rosiglitazone,dlif,influenza,5.157791452259455,3.546585566157906,3.4532604134325258,3.2861326331110567,3.094416513039735,2.958464420270937,2.7708494845510914,2.72719641774149,2.62531406889384,2.6071385130491818,2,2,3,8
5,inr,warfarin,heparin,anticoagulation,bleeding,risk,oral,group,anticoagulant,aptt,135.54760997158718,127.08743204731917,102.31925648357789,91.84471480620202,86.78686948017231,70.23378851277026,66.44966632179316,64.78022292019224,62.49872345586996,61.169133460995724,972,1046,1027,804
6,milk,paroxetine,levodopa,imipramine,ppcs,venetoclax,nicardipine,amitriptyline,apomorphine,glm,7.201056270327634,6.391745378049358,5.937139626571713,4.1701087914161485,4.098059158684894,3.182135742898807,3.144452668619783,3.1305542638767005,3.1270458859124277,3.0897639773643024,6,4,2,6
7,gh,igf,testosterone,androgen,nac,acs,ghd,mirnas,dapt,rosuvastatin,14.77639785216451,9.412023998386507,7.098808952589661,6.169437272196963,5.614211800960911,5.14722102054761,4.616210794267929,4.258984521592311,3.8159179192012,3.515503377600533,4,3,2,8
8,clozapine,olanzapine,antipsychotic,antipsychotics,schizophrenia,lithium,depression,disorder,risperidone,bipolar,86.87968461208986,38.64764919676222,36.36978929765028,32.74713487942234,31.00381396859136,26.462606434068807,26.25427811210189,23.8096049456548,20.531998727861055,20.190090785493403,76,86,78,62
9,tamoxifen,thyroid,endoxifen,tsh,hypothyroidism,levothyroxine,dti,thyroxine,mdi,netilmicin,6.963538867284843,6.885920463944623,6.565406167961035,6.256942686474306,4.704706004072911,4.195663057401964,4.143779502796994,3.9029328512891173,3.4775185079345765,3.3397776060764404,5,6,5,2
10,18f,ltx,vdz,eclia,pros,hrt,suv,prep,sua,suvmax,7.221447215089134,3.67044579647552,3.321406070152747,3.262778970506088,2.9255596085038906,2.7181010641992844,2.717469530691206,2.4139965209213607,2.123439307273147,1.9755618978037424,6,3,10,6
11,ecmo,isotretinoin,lh,peritonitis,mfx,aa,nlr,acne,burns,peritoneal,12.812786127810053,4.634824204656916,3.770145568575826,3.7434771389885273,3.545014186387356,3.3317720683969556,2.8139454087623386,2.483831113375282,2.190777347761417,2.1872055295931765,5,7,2,0
12,cancer,insulin,tumor,chemotherapy,group,imaging,diabetes,glucose,months,baseline,65.55294939011283,62.120504144489736,50.30815335834015,49.68770679094733,48.66083091787347,40.539855554219464,36.41118424719578,35.685565722025885,33.78273743465472,33.46552486582449,465,641,846,787
13,ms,method,liquid,chromatography,assay,mass,extraction,quantification,lc,detection,137.54848972380535,134.46861156956743,78.04252460921056,60.9284295630445,59.85763015210307,59.48001035541012,58.8826520632591,58.78584477854506,58.31036364111314,58.088358813912805,263,301,333,463
14,ganciclovir,cmv,dofetilide,ototoxicity,gcv,pylori,hearing,leflunomide,enzalutamide,valganciclovir,11.16179729727791,8.706283710292423,6.167314369855321,5.614971390465839,5.142632370208768,4.929525241645318,4.5450962705311655,4.427042035993,3.888282097474939,3.859325891413134,7,11,6,4
15,mabs,gla,mab,eltrombopag,itp,atracurium,m3g,ntx,pgx,gib,7.984256789572357,4.304117711124519,4.144843514742659,2.971767188189142,2.5756049724357974,2.515850276512974,2.361054550260748,2.1965510355030826,2.1045091494348394,1.9835961078440727,1,4,5,4
