,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,adverse,risk,events,associated,drug,data,reactions,cases,digoxin,evidence,2799.1628889785006,2030.613421814939,1428.4608927775992,1217.641154270099,952.5142630027906,931.3645787003851,924.4067091203599,857.2536803494618,815.1463784365337,720.8194196014703,2212,1891,1113,854
1,tacrolimus,transplant,mpa,renal,transplantation,csa,recipients,liver,cyclosporine,tac,2511.09375746099,1957.1163816186393,1632.1364341117087,1503.4518551205247,1481.3695316708445,1435.8213814192031,1406.656549938157,1263.8185170033164,1160.786169818073,943.2461163749423,261,465,236,198
2,tb,tuberculosis,imatinib,cancer,agents,survival,chronic,molecular,development,leukemia,965.2748363589143,701.5302097229958,690.5417881014886,587.5799708918752,583.8134648240061,460.68647927958585,424.13087762505603,399.46953287554857,375.85799793536756,363.43857239675884,124,239,332,270
3,cells,cell,tumor,imaging,cancer,vivo,expression,urine,il,tissue,1056.636774451131,933.3945127725427,931.7306865565752,710.5093632523498,675.5387582504267,624.7372661696286,584.6196858528168,572.642433019408,544.9569254105689,504.7909464574061,186,288,294,338
4,anti,laboratory,testing,mtx,assays,tnf,data,antibodies,methotrexate,test,1043.1638077957712,1015.4140147588428,752.5465972358611,729.0666662147966,669.7891911769362,657.993137428336,602.7890521396725,562.7528180460208,512.779580318346,485.6176365410887,132,199,246,341
5,group,months,symptoms,children,chemotherapy,disorder,weeks,depression,cancer,olanzapine,700.1905789151873,630.9412636375107,628.0480479732659,610.7320802050479,574.1259173579646,569.9724826543916,557.9233852495726,494.9651094724481,479.81765361383907,469.0246922568929,244,288,308,261
6,warfarin,inr,anticoagulation,oral,hcv,bleeding,dabigatran,hepatitis,time,anticoagulant,2692.066666398797,2572.8448453777773,1463.173821086444,945.3420053991995,852.9583557004994,805.5232113589882,749.3263600519437,707.670751668389,693.6715029688805,668.4119138895056,165,306,496,291
7,pain,opioid,nurses,heart,sedation,administration,health,practice,chronic,pressure,1332.9626021500624,709.904275404337,690.508925019209,594.1217278368825,579.955394574714,575.11251250937,540.6768403403663,531.9122431515757,529.4324030580594,469.3475430932363,492,520,231,134
8,adherence,health,data,cost,compliance,hospital,intervention,self,adrs,pharmacist,3144.6622039004255,928.2229094028157,927.3027971110334,919.7416200832049,787.653687521941,703.3983767099242,649.8837237921405,616.6288793996362,615.1433915205083,598.6955656700931,283,355,339,271
9,phenytoin,epilepsy,antiepileptic,carbamazepine,bone,vpa,aeds,cbz,acid,seizures,735.3709462879204,674.860074366888,647.2222397379425,613.7240790069432,568.9775270570021,564.0666665108529,525.0665120803917,474.0666662452464,465.5623542441424,408.2063783696662,219,244,192,165
10,method,ms,samples,assay,liquid,chromatography,mass,lc,detection,quantification,4160.445131050141,3463.117474925753,2707.2357062782876,2114.812864101173,2100.4590970779905,1721.7408814333207,1549.848132415585,1336.9107397302453,1288.7839978639834,1248.7908462319185,344,401,422,663
11,heparin,platelet,anti,aptt,bleeding,xa,time,activity,remission,factor,1752.1311874481783,1065.0666661476425,1046.7854276915712,985.1301289511869,815.3418631889623,802.056994212787,790.0897829133769,762.2980630000623,608.5539195212049,580.1566223350187,239,305,317,359
12,vancomycin,model,auc,pk,clearance,data,population,variability,target,exposure,2579.121146668813,2304.2246038650615,2066.328891492256,1742.5044038708807,1590.1252835710227,1540.9523238346653,1532.8893041628146,1423.0843516765729,1329.6543127099878,1215.4174512193263,418,452,507,817
13,group,groups,control,placebo,baseline,randomized,diabetes,insulin,trial,weeks,5070.14916206087,1786.4583425817702,1403.8429563650652,1284.2708982417753,1099.5569069491182,1022.0262322846378,1015.3401609968157,999.2175711076294,921.8250817082356,893.2560551022751,170,207,421,384
14,hiv,clozapine,viral,antiretroviral,children,infected,art,cd4,asthma,load,2290.656936213029,1243.6630081677913,877.1109475904609,842.1283197615215,798.9621735397359,740.3462799253858,672.2307572981728,656.0862772817678,646.0781065485015,614.7446868115466,174,311,262,197
