,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,period I,period II,period III,period IV
0,warfarin,inr,risk,anticoagulation,events,adverse,associated,ci,voriconazole,cost,2629.8488347226626,2232.091291980739,1522.3006455394557,1335.8732284896646,1318.6804814668858,1222.683878140849,903.7161622522424,863.4036359166117,852.458313634002,845.2006006746574,251,383,441,323
1,method,ms,samples,assay,liquid,chromatography,mass,lc,detection,quantification,3958.9659388687355,3442.470889962756,2533.9379912690683,2088.7820512260596,2033.7096587443202,1657.7175488035248,1564.2275084086455,1336.9073294754292,1284.786455933561,1239.8445975919556,362,403,431,699
2,children,clozapine,antipsychotic,olanzapine,antipsychotics,years,risperidone,data,psychiatric,schizophrenia,1777.2820808425524,1065.1960543813811,579.0391831719106,529.1210359858586,499.4996600652982,472.3467270783241,393.05306494922326,393.016832401031,388.7307957898183,379.97891662948365,100,166,116,139
3,tb,tuberculosis,positive,hepatitis,il,anti,months,alpha,pcr,activity,968.0526315728039,706.6418475203561,612.7701305299199,610.7620793519806,580.3746734863752,550.8969419556743,471.89283622737116,459.70335733965084,449.0360947640229,435.55673113879305,121,205,265,186
4,insulin,diabetes,sedation,adverse,glucose,adrs,type,reactions,control,hba1c,1064.0526315719524,1029.3761397664025,851.2635284158506,760.9618546800996,740.3306549981024,640.3783551747885,609.2051043509721,569.505013320947,505.4659019529223,427.0525868778583,219,275,237,123
5,pain,saliva,opioid,epilepsy,antiepileptic,aeds,seizures,seizure,aed,opioids,1241.2974208725398,819.8818051663928,740.1339061218682,596.4204501441644,542.2510794333441,494.34384366435955,395.05152349057903,353.1108471076602,338.18382499373035,330.8625186007122,276,253,150,132
6,hcv,dabigatran,rivaroxaban,oral,vitamin,anticoagulants,doac,apixaban,bleeding,doacs,840.8549550296104,766.0516921614671,648.0526315747911,592.2479991649078,450.1668851474628,402.25897529377147,339.05263157625745,330.05263157563843,280.0130611678586,279.0526315763241,28,58,175,126
7,group,platelet,heart,coronary,cardiac,pressure,function,groups,bone,clopidogrel,1231.7406362838715,760.9666850824741,580.004850561392,576.0515441739348,527.7375433655649,503.20765824265504,500.37930967605365,480.06632318549043,466.8750458411917,457.05263157530345,213,229,299,180
8,group,placebo,weeks,groups,baseline,trial,randomized,adverse,months,control,3540.3112083839883,1446.2778186409578,1332.1528690548053,1245.8301078228192,1040.8530978125746,1005.4564881766793,926.9254214154224,894.5157252849687,868.2310602509191,805.78408077061,276,280,348,331
9,antibiotic,ill,antibiotics,infections,critically,lithium,target,antimicrobial,infection,vancomycin,1173.814155298411,954.3407625804161,883.8072037796784,879.419841374519,868.2908255501488,718.4778883835424,685.9275262319825,569.0526315711245,568.3779185420732,567.5283239183386,176,159,239,341
10,hiv,antiretroviral,viral,art,cd4,infected,load,testing,laboratory,resistance,2416.7346904755423,938.0526314573319,902.4832005447875,829.0526315722518,671.1455456717273,661.5133694236881,636.4554279173998,556.3244362194301,450.6230280675018,433.79825606694016,107,241,199,128
11,model,pk,population,data,models,parameters,time,sampling,variability,bayesian,2261.4309799750768,1170.3166357181865,1033.7769491332251,957.2001619902089,788.0031093476204,671.6319202059963,661.6628426722183,621.8254736894405,595.2232063748714,550.052552913541,118,125,120,223
12,cancer,tumor,chemotherapy,cell,imaging,cells,survival,phase,progression,activity,1491.4079841929913,1063.8692359938457,959.9383125494709,872.6790463906584,792.006416520704,687.9516697605592,668.8013912444884,472.20820545732016,470.0685941880216,466.75206205707826,153,274,388,366
13,renal,vancomycin,clearance,age,daily,weight,creatinine,group,body,dosage,1390.0410489319045,1365.3608481816636,1314.3717375166877,1292.8164600181804,900.7116384798685,881.7925604674001,869.2071406408247,817.6041765234457,813.218908461174,806.015239889732,245,232,252,295
14,heparin,aptt,anti,time,xa,act,activated,factor,activity,thrombin,1754.0478888332643,989.0526315770895,893.2620470549201,874.4096026777327,757.4862577580917,563.0526062331612,561.0976034831974,527.8465489849726,500.2587595076873,484.3781604010163,192,195,154,145
15,adherence,health,data,guidelines,practice,medications,medical,pharmacists,recommendations,compliance,2727.316401378128,1322.987286680087,1188.4741452011478,1064.3970386211226,957.9341004105868,900.7001011068163,868.4399177107343,855.5750759195728,817.9469118712052,780.4325396249218,463,658,440,340
16,drug,agents,cancer,interactions,potential,development,toxicity,genetic,trials,methadone,1103.4242189222773,954.1983548829094,792.1029542561427,769.4595593986171,734.7740772331293,718.9800502193373,536.5096582118698,495.3016273002361,494.85191139847944,450.0526315643909,212,320,278,267
17,tacrolimus,auc,transplant,mpa,transplantation,csa,recipients,cyclosporine,renal,tac,2470.4137579641792,2147.776527179171,1973.0510070201383,1656.052631576162,1542.0526315665877,1459.052631574582,1421.0526315680358,1169.5675636633257,1130.026749273864,949.0526314526711,252,486,263,236
18,anti,infliximab,ifx,pregnancy,inflammatory,ibd,associated,vancomycin,ra,remission,1110.4630373428352,959.8091905699332,836.3956423184574,830.6291643583411,812.8571586361685,738.8292425914175,669.3605272151,638.7359773172946,573.0339854405494,554.9909574409277,79,139,226,468
